SITE_ID,GROUP_ID,VARIABLE_GROUP,VARIABLE,DATAVALUE
AR-TF2,258,GRP_VAR_INFO,VAR_INFO_HEIGHT,2.32
AR-TF2,258,GRP_VAR_INFO,VAR_INFO_MODEL,PRES-ElectBar
AR-TF2,258,GRP_VAR_INFO,VAR_INFO_UNIT,kPa
AR-TF2,259,GRP_VAR_INFO,VAR_INFO_VARNAME,PA_F
AR-TF2,259,GRP_VAR_INFO,VAR_INFO_DATE,201602081200
AR-TF2,259,GRP_VAR_INFO,VAR_INFO_DEFINITION,Atmospheric pressure consolidated from PA_F_MDS and PA_ERA. Average from half-hourly data
AR-TF2,259,GRP_VAR_INFO,VAR_INFO_HEIGHT,2.32
AR-TF2,259,GRP_VAR_INFO,VAR_INFO_MODEL,PRES-ElectBar
AR-TF2,259,GRP_VAR_INFO,VAR_INFO_UNIT,kPa
AR-TF2,260,GRP_VAR_INFO,VAR_INFO_VARNAME,PA_F_QC
AR-TF2,260,GRP_VAR_INFO,VAR_INFO_DATE,201601010000
AR-TF2,260,GRP_VAR_INFO,VAR_INFO_DEFINITION,"Quality flag for PA_F, fraction between 0-1, indicating percentage of measured and good quality gapfill data"
AR-TF2,260,GRP_VAR_INFO,VAR_INFO_UNIT,adimensional
AR-TF2,261,GRP_VAR_INFO,VAR_INFO_VARNAME,P_ERA
AR-TF2,261,GRP_VAR_INFO,VAR_INFO_DATE,201601010000
AR-TF2,261,GRP_VAR_INFO,VAR_INFO_DEFINITION,"Precipitation, downscaled from ERA, linearly regressed using measured only site data. Average from half-hourly data"
AR-TF2,261,GRP_VAR_INFO,VAR_INFO_UNIT,mm d-1
AR-TF2,262,GRP_VAR_INFO,VAR_INFO_VARNAME,P_F
AR-TF2,262,GRP_VAR_INFO,VAR_INFO_DATE,201601010000
AR-TF2,262,GRP_VAR_INFO,VAR_INFO_DEFINITION,Precipitation consolidated from P_F_MDS and P_ERA. Average from half-hourly data
AR-TF2,262,GRP_VAR_INFO,VAR_INFO_UNIT,mm d-1
AR-TF2,263,GRP_VAR_INFO,VAR_INFO_VARNAME,P_F_QC
AR-TF2,263,GRP_VAR_INFO,VAR_INFO_DATE,201601010000
AR-TF2,263,GRP_VAR_INFO,VAR_INFO_DEFINITION,"Quality flag for P_F, fraction between 0-1, indicating percentage of measured and good quality gapfill data"
AR-TF2,263,GRP_VAR_INFO,VAR_INFO_UNIT,adimensional
AR-TF2,264,GRP_VAR_INFO,VAR_INFO_VARNAME,WS_ERA
AR-TF2,264,GRP_VAR_INFO,VAR_INFO_DATE,201602081200
AR-TF2,264,GRP_VAR_INFO,VAR_INFO_DEFINITION,"Wind speed, downscaled from ERA, linearly regressed using measured only site data. Average from half-hourly data"
AR-TF2,264,GRP_VAR_INFO,VAR_INFO_HEIGHT,2.32
AR-TF2,264,GRP_VAR_INFO,VAR_INFO_MODEL,SA-Gill Windmaster Pro
AR-TF2,264,GRP_VAR_INFO,VAR_INFO_UNIT,m s-1
AR-TF2,265,GRP_VAR_INFO,VAR_INFO_VARNAME,WS_F
AR-TF2,265,GRP_VAR_INFO,VAR_INFO_DATE,201602081200
AR-TF2,265,GRP_VAR_INFO,VAR_INFO_DEFINITION,Wind speed consolidated from WS_F_MDS and WS_ERA. Average from half-hourly data
AR-TF2,265,GRP_VAR_INFO,VAR_INFO_HEIGHT,2.32
AR-TF2,265,GRP_VAR_INFO,VAR_INFO_MODEL,SA-Gill Windmaster Pro
AR-TF2,265,GRP_VAR_INFO,VAR_INFO_UNIT,m s-1
AR-TF2,266,GRP_VAR_INFO,VAR_INFO_VARNAME,WS_F_QC
AR-TF2,266,GRP_VAR_INFO,VAR_INFO_DATE,201601010000
AR-TF2,266,GRP_VAR_INFO,VAR_INFO_DEFINITION,"Quality flag for WS_F, fraction between 0-1, indicating percentage of measured and good quality gapfill data"
AR-TF2,266,GRP_VAR_INFO,VAR_INFO_UNIT,adimensional
AR-TF2,267,GRP_VAR_INFO,VAR_INFO_VARNAME,USTAR
AR-TF2,267,GRP_VAR_INFO,VAR_INFO_DATE,201602081200
AR-TF2,267,GRP_VAR_INFO,VAR_INFO_DEFINITION,"Friction velocity, average from half-hourly data (only days with more than 50% records available)"
AR-TF2,267,GRP_VAR_INFO,VAR_INFO_HEIGHT,2.32
AR-TF2,267,GRP_VAR_INFO,VAR_INFO_MODEL,SA-Gill Windmaster Pro
AR-TF2,267,GRP_VAR_INFO,VAR_INFO_UNIT,m s-1
AR-TF2,268,GRP_VAR_INFO,VAR_INFO_VARNAME,USTAR_QC
AR-TF2,268,GRP_VAR_INFO,VAR_INFO_DATE,201601010000
AR-TF2,268,GRP_VAR_INFO,VAR_INFO_DEFINITION,"Quality flag of USTAR, fraction between 0-1, indicating percentage of data available (measured)"
AR-TF2,268,GRP_VAR_INFO,VAR_INFO_UNIT,adimensional
AR-TF2,269,GRP_VAR_INFO,VAR_INFO_VARNAME,PPFD_IN
AR-TF2,269,GRP_VAR_INFO,VAR_INFO_DATE,201602081200
